name,type,price_dk,season_availability,weight_g,length_cm,width_cm,height_cm,year,freight_charge
Dansk_10-armet_blæksprutte,fish,99.14018766275636,Summer,650.9439213821661,20.7232742065439,13.086306974270444,8.79074736237133,2020,9.91307745499749
Havtaske,fish,64.57436535323303,Summer,413.4662195715277,37.21116605849244,11.505055135506364,7.374645660693448,2022,12.54433275778915
Canadisk_hummer,shellfish,123.65034146586555,Winter,625.3538168097713,48.451579711843216,10.744975427547647,6.408022179982492,2020,8.777370094821775
Line_blåmusling,fish,84.64926105451234,Autumn,330.5439718013573,39.51102816525894,10.234353205708048,7.502052689438649,2020,17.3616523901781
Canadisk_hummer,fish,107.91002662815346,Autumn,579.4706266872925,25.948101531964248,11.200707566580324,8.628258992901332,2024,10.977494677343168
Helt,shellfish,111.59400797682606,Autumn,716.235293098685,39.4759554942253,10.604958715387763,7.367834077754053,2023,9.740114323476806
Sort_hummer,fish,43.572134120492365,Winter,129.2533249809066,57.04105516255491,6.910083175669193,8.628677366262862,2021,7.245341247691341
Ørred,shellfish,86.26851906891761,Summer,380.46571167942847,52.46891715534719,10.138237664899457,8.878300267400835,2022,12.736368630083751
Rødspætte,fish,106.81300432211613,Winter,586.560819077081,39.379959906339685,6.778934023246743,9.666358862540363,2023,12.360692660575424
Gedde,shellfish,91.18635579272436,Summer,469.5431920935511,49.51449277058087,10.243247628702472,10.56558993767796,2022,13.28675322291653
Havkat,shellfish,111.24489082708568,Summer,555.6718810056964,36.33492979631948,8.558056175535276,8.156014836957715,2023,6.774641317476408
Dansk_10-armet_blæksprutte,fish,51.246668739069364,Winter,409.4022219926269,22.96128413173281,17.618144868348583,5.384446869704679,2024,4.134566485466764
Sandart,fish,99.4706510331213,Summer,512.988468120935,30.755340118704456,9.880316848744863,7.30979180636162,2022,14.377719991530176
Hornfisk,fish,105.25731087156102,Spring,476.64841469118807,55.62888768508198,5.787281301215234,8.088125134813199,2022,18.329352564631936
Rødspætte,shellfish,122.43100802290041,Autumn,675.1673092489712,37.26006918170696,9.597459367969224,4.32846248764582,2021,6.778773337006479
Nordsøreje,fish,95.94511409931023,Summer,538.1631264951819,37.56616020624982,11.558076236913664,10.777329040204965,2022,18.811429904383814
Flodkrebs,shellfish,110.53040140752745,Spring,550.6403993112804,37.00161803725119,15.02009183845757,8.284755825020932,2023,12.805990870187353
Fjordreje,fish,102.01828240047676,Spring,438.2184550816299,59.04136589573007,8.231642800183845,8.76270566916057,2022,11.467510639066186
Gedde,shellfish,96.81724246867505,Autumn,426.859066389126,56.25958915362063,5.25271607792908,10.73105292505253,2021,9.671275995889422
Lange,fish,82.66748996847377,Spring,435.1162718270568,62.18780233448134,12.450511034292944,6.739714339715306,2022,5.131217110645015
Canadisk_hummer,shellfish,95.31988862379558,Spring,559.1678213567445,38.40954789599949,5.858203882301046,9.14808386176806,2023,16.04355117325316
Smelt,fish,81.61557589531556,Winter,436.8523278769605,42.95624488747095,8.691533675477546,7.780271753796129,2024,7.932210737387026
Hornfisk,shellfish,83.90526856303312,Spring,543.466228534462,24.83357450579209,9.227138543467015,7.6318262659681615,2023,7.91288929160704
Havkat,fish,155.65717712921827,Autumn,811.3101197968158,54.769344261182745,9.791099640099675,6.4556152243912415,2023,16.062861025479993
Pighvar,fish,103.17171255555324,Autumn,630.6687055147538,28.32220448732065,12.067493371223009,11.331206427373054,2023,2.838276145310058
Ørred,fish,92.43770118503426,Winter,451.0964701748238,42.16775563762629,7.949097153140837,7.248999919848858,2023,4.491450070926433
Smelt,fish,94.75517433644185,Spring,680.1820883245917,29.02697472367156,9.178812243499715,9.398928493791404,2024,11.416582479862823
Signalkrebs,fish,62.253167279129826,Winter,438.7886940467673,34.11133173261304,9.957188941151834,4.249985225056127,2024,12.84910837342232
Makrel,fish,58.78836793141121,Autumn,194.28131972332196,31.627375689503,10.448793872556363,10.359977059379574,2022,13.729779380657051
Line_blåmusling,fish,61.095286531819156,Summer,348.78705336238943,33.92124739324182,10.293481524123768,10.104422311914115,2023,10.11172693037724
Torsk,shellfish,71.46648633349928,Autumn,219.38121184612163,34.608772968510216,11.30801732566774,8.194868220594605,2023,23.139700475751773
Ising,fish,77.21777986299506,Summer,447.27297739380367,34.517312050749226,12.531518528925211,7.546115067724151,2021,10.451694229677164
Makrel,fish,103.88980806434701,Autumn,502.7627568784328,48.33333911780307,11.177902346952903,8.800000011227134,2021,10.43838370032748
Laks_vild,fish,111.79373059229916,Autumn,751.4655968412924,28.9513720693748,11.360756570527656,12.57758132176058,2021,7.833861323456164
Sild,fish,103.85837034460361,Winter,549.0391060646244,42.20541427013867,5.253330499760567,4.473526602193029,2020,12.069971355996927
Kulmule,fish,91.40474436516126,Autumn,467.1349206786704,52.17959152305559,10.15068309749704,9.564054775148255,2024,14.328821667415164
Sandart,fish,90.27650726911251,Autumn,624.4108371775234,34.86803635486604,11.438522644004824,6.176765395692195,2022,17.036459050853917
Skærising,fish,58.7006754654969,Spring,168.32970364881726,32.82081109252398,12.186823583711352,7.960163207400537,2022,4.6492923835749975
Canadisk_hummer,shellfish,88.23237443895852,Autumn,535.3421837162849,37.69475374819749,7.922947677298618,7.504239761842674,2023,10.36842144356378
Blåmusling,fish,130.703308377342,Summer,615.629779083045,51.79725208360711,8.022882175334065,7.143363484404489,2024,13.554836609722063
Lange,fish,65.50346398326265,Autumn,278.2120631330238,41.94107630953358,8.277697974149206,7.979069741894541,2021,14.200464659134864
Blåmusling,shellfish,101.59655537585839,Winter,671.5631064810393,34.68785705392401,11.60924169967403,5.731657709444419,2023,11.53012382590088
Helleflynder,fish,104.92758176833867,Summer,550.7744611241621,44.8387665118804,13.101643164772623,10.058360872255934,2021,13.99515025984767
Knude,fish,69.80034478552982,Winter,437.70681291487983,28.977078501635766,8.777619678125195,4.411712977602799,2023,7.778766092541318
Skærising,fish,118.97421680190456,Autumn,594.9172799159427,46.81359510442948,12.723886940881147,9.079529025656685,2023,18.666364988664444
Ising,fish,145.2775659263413,Autumn,840.6039286706593,44.08607307701767,10.370439427493782,7.346928294930858,2021,16.066089273705376
Pighvar,shellfish,97.07223894886347,Summer,527.2799382587742,36.92191528861116,9.627142668512692,5.658150212385093,2024,5.313332179500208
Sandart,fish,90.90380318889035,Summer,537.2330879450504,31.61414201552769,9.365847310546092,8.40476674119739,2024,6.554525978662925
Knude,fish,61.31227673139701,Summer,431.09586506896335,31.133190777165428,12.239834093806472,4.886097826587044,2020,6.684159949508232
Knurhane,fish,105.48217387670896,Spring,372.5233445802812,45.348173363459104,10.97673345036121,8.079427643439269,2023,14.618661866124032
Dansk_10-armet_blæksprutte,shellfish,106.99014444136407,Summer,624.5503724816368,52.28980502489062,16.82747628294291,5.154246184376891,2020,5.59025227447965
Dansk_10-armet_blæksprutte,shellfish,71.77849173563283,Summer,371.58742611367,33.626922529712054,7.443326071008028,8.922544168635662,2023,9.97728806264283
Gedde,fish,97.85026958328268,Winter,510.73493558290886,44.58386703551484,11.554305106089927,6.151285332739249,2020,13.591640223517164
Ising,shellfish,72.3313628566059,Winter,428.3513829852325,19.129729813979317,8.412396970565462,7.098011965941382,2023,11.1956367010864
Rødspætte,shellfish,81.70010271507299,Summer,571.8469738619588,34.153822693428005,7.392139039034069,8.587898775886325,2023,12.690882572278447
Knurhane,fish,102.41918015341473,Spring,550.0493157930423,39.68941067129098,9.967398588895083,6.454915776315528,2022,6.597307527795713
Lyssej,shellfish,102.67005393894674,Autumn,655.6309916386849,30.903165830181663,10.412057438221108,7.884072000663395,2024,14.236330117627325
Kuller,fish,76.7906979112097,Spring,423.49754017178793,30.63493625210404,18.75452066518028,4.972338997510293,2021,8.679225294610417
Multe,shellfish,106.37852469769437,Winter,459.5187597059943,33.322204435311136,9.447562552950394,9.261751207192312,2020,10.006749497769471
Havtaske,fish,93.1079618501479,Summer,353.1854426326539,42.92192728326373,6.609463811545949,11.529827611101542,2021,12.593565948367536
Aborre,fish,110.24602581383621,Summer,433.3560109885833,38.12670981593625,10.819032152483157,13.584417735819924,2021,11.974159819041901
Sandart,shellfish,81.93966427150083,Summer,556.5950739567278,17.617687666750278,3.776079887360895,8.18233629333288,2020,11.610308087471727
Nordsøreje,fish,105.64298540612675,Summer,613.5482924968028,18.792998473649337,9.724129652187202,9.576408281594372,2023,8.047116618906925
Nordsøreje,fish,77.77973951891789,Summer,361.6752013733562,33.931348221428244,10.048075846885482,4.438748654185021,2023,10.122072708483717
Knurhane,fish,115.11586239008827,Summer,630.440888015849,44.57686586053552,12.383801148835634,11.005468652611176,2020,11.510044517850366
Østers,fish,93.52389801001908,Winter,703.3456788207427,12.524951572747652,12.92086674828354,9.552457009448212,2023,5.174607927431411
Østers,fish,109.47738195778474,Spring,562.0152354835551,35.002698238483696,8.489291143276848,7.032133110097534,2024,9.372348354958456
Lange,shellfish,121.75616483475663,Winter,781.5193718837099,34.73752143482579,9.5481579561102,10.474361600578018,2021,13.283327443551094
Ørred,fish,83.2662706791651,Winter,383.931620134464,53.88337778208448,7.7016375081679875,7.491047846709317,2023,5.623791622311424
Slethvar,fish,84.50058366300469,Winter,313.30179450328745,36.149781882871366,6.615812335576918,7.083949633970887,2020,16.820275597333506
Rødtunge,fish,60.19135444186869,Winter,233.1919626643582,43.82988984740928,10.929684338141904,8.950669850854982,2020,17.34022100795928
Kuller,fish,102.8838845521321,Autumn,724.4066467233774,41.41257140087463,6.179243354210202,5.873291000339362,2022,5.772307350583606
Torsk,fish,131.29230792494687,Spring,598.1548484531087,18.694335201927995,8.75611929828441,10.043249528799896,2021,17.74505031203064
Nordsøreje,fish,84.44664710572462,Winter,491.6622993634317,47.682072166317376,7.014478120302288,5.888020376146313,2023,10.839524691924183
Sild,fish,121.10090973720175,Autumn,541.9952939479731,42.15396505456288,11.64904955887078,5.899890420353628,2022,13.425166972122453
Østers,fish,76.26281416667501,Spring,331.1766429052435,45.0826863967459,15.404290297799465,6.180620423183331,2022,9.215405160210066
Knude,fish,153.6225532355874,Spring,866.862796942524,79.26237706436326,6.095236051590007,9.519000075032244,2022,15.746006205243107
Lange,fish,82.82932616332305,Spring,519.3831772962841,19.15887060501412,4.440944551307293,6.766449276960585,2024,13.36803248670387
Helleflynder,fish,99.28182075590259,Spring,516.4092191907339,57.24696649761108,9.625339343949795,5.304008431265663,2023,7.754895019651024
Helleflynder,fish,116.45167218843672,Spring,608.8649935848038,37.12552480599644,10.047093387873277,6.788640000128404,2022,6.140070800159672
Ising,fish,108.01518428083962,Spring,572.151384760507,42.873289044030095,10.655977920271893,7.935915258639026,2024,4.782608798037575
Hvilling,fish,95.94467816370361,Autumn,533.5826036418697,39.54487754698758,8.661038454296966,5.638055032671229,2024,12.36453217159068
Havtaske,shellfish,57.90024379756785,Winter,381.4288316832032,35.757636666019565,9.398082103523704,5.696637781931313,2023,14.133368494186787
Makrel,fish,106.11301950460614,Winter,570.7202535703993,34.30167071761241,11.102531231621809,12.22259266819917,2023,14.494442122385431
Nordsøreje,shellfish,130.44682991724727,Summer,782.3036744712551,43.29508735573009,13.121292677934516,6.278869192372226,2022,10.957286964806062
Havtaske,fish,118.98679312471508,Spring,701.8130069232467,24.828263033283207,4.134853689045151,7.353915262453986,2020,6.177816303943926
Ising,shellfish,105.80257283533712,Spring,738.9779939959095,47.50579167521766,8.893181682905613,7.265525998401428,2021,8.362455929090599
Mørksej,fish,83.44164276181526,Autumn,423.31764853532223,35.83805595114746,10.641426381823193,7.157286384459116,2020,16.80080373922486
Fjæsing,fish,65.98713709447884,Autumn,351.55927696121284,28.699306609596423,7.246071686167792,9.242693479938204,2023,9.270708602839626
Rødtunge,shellfish,94.68193164299288,Autumn,481.1319619850528,35.49987142004186,15.1935088953019,9.8962859009441,2022,12.15972110113479
Canadisk_hummer,fish,97.53918818148766,Winter,508.3587368433042,52.57149216862573,8.093770359313789,7.388091136936816,2023,6.552007775555518
Gedde,shellfish,117.27205843728073,Autumn,664.1287277706423,34.64664912983777,9.876121938978152,5.527043426815302,2022,13.048282009111562
Dansk_10-armet_blæksprutte,fish,46.36469693175246,Spring,246.1303055427771,43.5845361820962,11.668066290526871,10.548880455697809,2022,9.394651016276242
Blåmusling,fish,122.76991013892753,Winter,729.432547919092,32.69043724284526,8.226145633594317,7.809317817606635,2020,16.314878483368513
Ising,fish,102.24307226016117,Summer,476.2988152131516,47.5792184992362,4.460280856586749,11.460643629714337,2024,15.05836544855134
Helt,fish,87.08845392898435,Summer,435.967839507887,46.85507738790204,8.7140364192504,3.5088282048696744,2020,9.219752645755461
Jomfruhummer,shellfish,84.34358829495586,Winter,348.1843437109749,58.48608833296412,13.088321667781122,8.39080644256664,2023,10.917345474200749
Havtaske,fish,27.20211013222265,Summer,251.7714992201346,38.24436054500784,8.989314619644585,11.837212667752416,2020,8.964865295813107
Havtaske,fish,113.29831039026696,Autumn,623.4755875942872,46.686548047579066,7.460697095623065,7.2934717291236835,2020,4.970607295892956
Nordsøreje,shellfish,82.85737624047466,Spring,510.99769507826056,40.98067539538945,12.777016628508164,7.549013153330728,2020,7.555764824082804
Flodkrebs,fish,87.2965142768989,Summer,306.50586503884193,52.95871781863014,9.007675311930845,8.591023383180678,2021,12.411799707515772
Nordsøreje,shellfish,83.75553873718756,Spring,305.7381841904576,32.8116761239127,8.469517559049349,6.882408362230086,2021,12.996193691856076
Sild,fish,73.78749592457477,Spring,449.6322951064808,47.45005312877281,10.44836826898993,7.3758561358945345,2020,12.183320356526139
Ising,shellfish,128.70494429322636,Spring,750.3532287934089,38.05302703883319,12.31225062885636,7.324369811617194,2023,10.112027951790276
Multe,shellfish,81.64314158074086,Summer,461.06129729545927,39.35811822891503,17.14514059519764,6.745158531147253,2020,15.792106386316533
Rødspætte,fish,71.83838936498759,Spring,274.5285570322841,40.91752484448373,12.481708322972269,10.45771310040112,2023,11.792292760980313
Laks_vild,fish,95.9175339147622,Autumn,463.1385403871084,42.52240396426677,13.479519899165034,8.92215606459287,2023,14.734967609241357
Torsk,fish,93.04758608975871,Autumn,459.0914645378495,38.83770956878042,8.482101403036435,8.501256464206604,2023,3.3406343918684143
Torsk,shellfish,50.90845987771049,Autumn,100.0,42.14713183170527,6.922395682091571,9.617142013780231,2021,2.3000000000000003
Knurhane,fish,104.71881150978159,Winter,491.85577002232816,55.781180575621846,10.186994048857368,7.471288333593066,2022,12.805424928055169
Norske_kammusling_i_skal,fish,69.7795888764301,Winter,465.35982046869833,49.85449685615218,10.321509745778789,6.451592363294199,2023,4.946077992881148
Helleflynder,shellfish,79.56525831851985,Spring,604.4309547220128,48.69154592496896,6.7644617759062085,6.794751390770886,2021,10.522722167519944
Kuller,fish,134.80836036350308,Summer,777.3434142418018,35.444604739761296,9.474116410287962,8.003566082209218,2023,10.110353611286813
Hvilling,fish,125.04367251210607,Autumn,668.9847544321636,31.10759171771676,11.197952805157392,5.881576583254196,2023,18.80204277111147
Blåmusling,fish,85.3613471371149,Autumn,459.6666964167754,49.55300558237753,11.08118018505424,6.999477966826649,2020,13.33998414354059
Skærising,shellfish,84.85851440732318,Summer,334.02111368874944,48.760467925297945,11.512863560152818,6.967766716257131,2021,12.262951523273895
Line_blåmusling,fish,149.4258296722937,Winter,886.0039704874791,54.72670675750982,10.872894190412328,12.249112459658027,2024,15.3501593113149
Østers,fish,103.75018317214233,Autumn,508.88276510217327,33.9601937403077,8.478974022189833,2.4523701201321666,2020,13.195088899459579
Østers,fish,92.34825998924858,Winter,502.0893937869419,37.70451344639653,8.45829812005347,7.640760557188734,2024,9.394685832253208
Nordsøreje,shellfish,101.89538242708049,Winter,496.3812369334995,23.60515837474566,6.403145806018372,11.451387585629542,2023,16.428789279170978
Flodkrebs,fish,88.54734036741878,Autumn,529.7127141151782,36.07528893939127,15.354325117555284,8.243688928264907,2021,6.395149411713939
Sandart,fish,103.08710389476938,Summer,478.3459382114086,49.96570510579447,10.04035109385788,9.506834946842186,2021,12.986937062654388
Canadisk_hummer,fish,71.98873904976192,Winter,413.95069896796457,35.33504620771802,9.325440832615444,8.199652630199536,2024,4.381178946972969
Slethvar,fish,80.36906560077952,Spring,417.9711588139412,46.40479795200824,7.213623755642624,6.665333237567039,2022,12.438141744573578
Ising,fish,66.89702252814504,Winter,495.0870094676002,38.094968940021886,18.80697370698333,3.516168130982174,2020,12.387752352155477
Gedde,shellfish,103.69928009512995,Summer,418.4862843299352,43.24057028221561,6.780015903331313,8.410911374072606,2021,19.21169282480745
Gedde,fish,90.15683220561576,Spring,393.0731325984253,28.52308610184333,8.71345622318178,6.448786790795218,2022,4.301120090167814
Sandart,fish,79.4734213914932,Autumn,515.9645341537845,40.85209449633901,11.24751050885818,6.399329187669393,2024,8.735918991072463
Lange,fish,87.81949184258521,Spring,461.7534173868717,10.088640290992767,11.800638897232831,7.0020254880417765,2021,15.284339162241064
Smelt,fish,132.53845433944113,Spring,725.5989482874033,38.13103841838015,12.873796165647052,11.489722813246988,2022,13.042459379427617
Helleflynder,fish,41.13727727602879,Winter,102.35452874104824,23.6952675628486,15.42282552330779,12.809675084507946,2024,12.329403236152514
Ising,fish,108.07050666244382,Spring,663.7260277883693,52.05994516546816,11.518472966382138,8.434415875056802,2024,7.101775766390719
Ørred,fish,130.43917209549593,Summer,686.9127788746443,47.77407352764512,6.831907600099997,7.070465552176545,2023,8.782235598779426
Multe,fish,77.25978366975184,Summer,188.9914651387776,44.66670981966081,9.229164624634656,5.645547165097579,2022,17.22718863782698
Sild,fish,101.85568098548461,Winter,448.5968608879477,55.2100622715938,10.923497117541654,8.937080323092138,2023,11.263057708731932
Sort_hummer,fish,84.57323488040099,Summer,444.2838701006313,30.510834791751627,16.20467812451747,11.565811200130288,2024,13.226654602264578
Flodkrebs,fish,90.06736915125515,Autumn,288.8732457923268,57.473631979155584,5.806583564727109,7.505319225949687,2023,10.970133687628197
Hornfisk,fish,69.9443273887279,Spring,383.3274968613687,49.32191564260385,13.607729515675684,3.2420079184935515,2023,6.057806629851081
Fjæsing,fish,95.21594812494651,Winter,333.4136231801257,37.63444712781054,10.53974310863925,9.340099343631048,2024,15.795527959944984
Knude,fish,153.49377397172114,Spring,762.8405665135434,51.35620147182944,12.513491605688442,9.970799422900098,2020,13.814868968849483
Skærising,fish,126.37253626242094,Summer,640.3517589721191,28.937064875883657,9.694015850092203,4.828308719228305,2021,22.105929451889065
Skærising,shellfish,112.03346010520306,Winter,690.7332642491237,31.754858384723263,7.472702109621021,8.352968367325905,2020,6.828325653607493
Hvilling,fish,79.80276682350248,Spring,608.2508096064853,33.914102767603,12.252618338203996,8.902452032272198,2024,15.283835437522212
Hvilling,fish,67.27293907454413,Summer,330.6422343174156,34.71022291935985,11.963293081316865,7.853785395982123,2022,5.466897756229795
Canadisk_hummer,fish,103.15228881677156,Autumn,421.32196005803394,29.43442357239747,12.916170897219166,6.418458161829292,2023,12.223794211296157
Kuller,shellfish,124.971505862036,Spring,573.4061841841877,52.23083067095325,9.960086093864094,10.031874447127112,2022,15.991930309690558
Laks_vild,fish,68.8335492629527,Winter,316.6808286662082,37.41145599630168,8.200533930040452,7.193240508062635,2024,2.3000000000000003
Knurhane,shellfish,97.07980935999034,Summer,606.9497645258582,43.5250496835688,5.323639014928475,5.029627674600135,2022,10.557310618488604
Line_blåmusling,fish,95.8501105463554,Spring,463.95119027627976,34.29648633586319,12.45811980441822,3.901051028660638,2021,8.909235223403948
Skærising,fish,61.41052711161781,Winter,443.7768788675604,21.79396699451483,11.271668447331958,10.52169903999862,2020,8.27099642784244
Knurhane,shellfish,108.33283850921603,Summer,606.6439952305237,42.70057358391422,7.102652101408122,9.233327952942236,2021,13.271978200393031
Ising,fish,118.75976617372065,Autumn,566.639496722906,20.87745024580223,8.384278980110128,8.175947094258339,2023,16.655154249543937
Skærising,shellfish,78.65513304402897,Autumn,445.8550751271381,39.31365953914531,8.599723564145679,7.119450726298393,2020,10.886917909945884
Pighvar,shellfish,113.87849614993121,Winter,673.8994705046372,26.31684961167189,5.551046704052745,6.942003171593746,2021,12.445237566776093
Stenbider,fish,64.26140979816735,Autumn,337.84050086001537,59.87275999230808,7.546952810184599,5.848526703116777,2022,12.025820264072541
Slethvar,fish,100.3303707239916,Winter,592.3903410416395,49.113627221747215,6.598508929580937,7.137088710880231,2024,11.508296129239506
Flodkrebs,fish,100.3216211227784,Spring,588.9651886952576,41.05753791271481,8.76256296433619,3.759825569759651,2023,6.489023866524312
Hvilling,fish,103.04326804797631,Autumn,453.56803410290144,52.63706677654669,7.783907505011312,6.527872693062972,2021,16.598845167925308
Jomfruhummer,fish,120.66750620257295,Autumn,548.9199533363177,31.536840225342644,5.1189852373997535,7.378124967297812,2022,12.857898693530647
Nordsøreje,fish,74.15895641220006,Winter,312.33296354220454,45.43479378670093,16.067770691708446,9.219760094380838,2021,13.316454854011859
Nordsøreje,fish,116.40081485839528,Winter,638.6040528810352,41.99810433718714,13.757622193087691,7.920147073253273,2023,7.790055706482321
Lange,shellfish,98.045863177963,Spring,472.26467953355166,42.6402008133367,7.662941735440043,9.589846227751115,2020,9.387586169249495
Hvilling,shellfish,87.063949927728,Summer,421.59154692214406,52.72353500106768,10.817264189960827,10.69827021022686,2024,10.68978269053042
Havkat,fish,124.82019988068889,Autumn,657.3513838755334,47.32492102779802,11.252395269463886,10.116340187648204,2024,4.443026410135284
Sild,fish,87.07828602856023,Winter,394.3484464185861,42.88723662825024,13.57325756432043,8.941019694757113,2021,3.73504210409068
Skærising,shellfish,57.06392016824033,Spring,288.73080554546607,23.45112563771704,7.544184920019764,8.023725358361569,2024,8.73655951906259
Sild,fish,67.53325332146723,Spring,266.5056239714145,30.399537047205364,13.27632035194728,6.038423983172882,2022,13.903595525634994
Hvilling,fish,91.23552857992722,Winter,590.9014927018459,38.77291066404276,8.356284087379194,9.479888102758633,2023,8.495568006322271
Torsk,fish,61.27616740367279,Autumn,307.93559712555754,40.93372374276651,5.99241278749416,11.359494764443058,2022,6.813496091082718
Canadisk_hummer,fish,119.03039940874214,Autumn,763.2191272976547,28.69796275326076,12.172409677943492,8.684212079300837,2020,7.752445995106717
Gedde,fish,80.84042049453109,Winter,187.7105888174417,64.11676675578421,13.872275272367284,11.834518296852243,2024,9.405424853531564
Flodkrebs,fish,126.2879851361588,Winter,754.4684552435058,55.16394055253573,17.763726920592056,4.948856583877832,2022,9.872248771027522
Fjæsing,fish,99.05443360529523,Winter,531.6526200803928,46.02118320392484,6.40082420472936,5.691673230440918,2024,21.46139868015016
Skrubbe,shellfish,97.0547052078956,Spring,485.49303321944114,40.72036861283745,12.096759055242366,9.710403015496524,2020,16.351254891041663
Line_blåmusling,fish,97.6750696302962,Winter,418.2621369786575,37.87791030098848,8.7705962686194,8.528580420306502,2022,16.21396091649595
Blåmusling,shellfish,89.2428466390453,Summer,559.8704171528107,30.480815399777644,12.350076131572091,10.627564353143615,2024,16.875469675657556
Hvilling,fish,99.4904002698229,Spring,494.3547946362728,40.77480518518863,5.588531346306248,7.969056718546521,2020,6.9054240010633725
Line_blåmusling,fish,113.83880195559898,Winter,665.4952823024782,42.57752540142751,6.211690672904307,6.264049154943336,2023,5.8771227710587
Sort_hummer,fish,71.34160856792087,Summer,517.1341472993059,27.58239424518376,7.672375530500549,7.572813515589915,2023,6.40839665894334
Ising,shellfish,98.91315812578058,Winter,522.5452642192816,43.341764172448976,10.236892137004254,4.934632058152532,2022,17.638728213354057
Sort_hummer,shellfish,92.04740962558287,Autumn,445.4581681679216,38.44740951175251,8.076756200384933,5.742818653805931,2023,8.98291777114054
Helleflynder,fish,61.152895635461434,Summer,491.4581564418399,20.92192442122609,11.97716303174026,9.94488799583602,2023,5.74376156169928
Flodkrebs,fish,86.14914159964833,Autumn,546.1702653338089,31.39614989220498,13.080683854773742,9.74557482893922,2020,9.517417478988861
Kulmule,shellfish,45.63681170490096,Winter,243.4747411015061,35.86394466578356,11.798732623736068,8.726008569612153,2023,10.402414554112715
Pighvar,shellfish,74.91932304491557,Summer,297.77218668414304,58.8768765734019,14.856362918982605,4.557844958079061,2020,12.734701058994986
Blåmusling,fish,122.58128749869223,Winter,611.4896141034072,45.56553124533758,11.24747988836603,7.283192848974223,2021,12.654374695275397
Helt,fish,96.25326720990375,Autumn,525.6298157191912,26.64518430900109,6.349309868979499,5.550000222679898,2023,7.690369406181864
Lyssej,fish,94.5624660553856,Summer,472.40249954709816,44.86036289417637,14.09012954061502,10.35306650757553,2024,14.654019405563071
Mørksej,shellfish,96.21185919705164,Spring,502.76508995980896,24.526960110616344,8.184531293182008,6.832555732874797,2020,8.559709744749274
Sandart,fish,112.43622506244688,Spring,552.1372558042507,50.826910538870735,12.73125549905671,5.828504578436901,2023,10.781128851156803
Sort_hummer,fish,103.46650932016584,Autumn,419.03604795359576,35.28875348182122,14.72120264966532,8.059592330242848,2021,14.659160724315434
Rødspætte,fish,78.52147435871984,Autumn,383.2542911896531,39.06363811260829,11.370064032191198,6.719691086330776,2023,8.547621541856028
Multe,shellfish,110.22576752741841,Autumn,529.3767882646522,53.2579664754219,5.511523560506051,10.967487820407412,2022,8.880983451526768
Hvilling,fish,112.1650987339942,Autumn,353.2440833577452,27.1283643141575,7.245363500470625,6.530378204931618,2022,14.221673028588404
Jomfruhummer,fish,89.33256570235234,Autumn,561.2379133571708,26.028818148870087,13.968233400655407,5.201543481550738,2023,7.5544273876169115
Multe,fish,58.12211468722165,Summer,244.61245936432397,34.16400673653995,9.492631943071553,3.6941729684849687,2021,9.729956691421275
Gedde,fish,117.14554592815519,Winter,654.3733455988465,50.38378851019317,10.238720604826495,7.938426995173169,2020,14.056414018997305
Havtaske,fish,102.1711244079729,Winter,570.8896223619564,24.806539245231576,12.276473248490827,6.876139772284147,2023,20.948825230605486
Signalkrebs,shellfish,94.42804912579268,Summer,538.4044601470814,11.67844401889431,12.08896858624097,5.142190786976546,2022,14.284860721908636
Havtaske,fish,114.34375486652418,Spring,647.403647591827,35.488411415910015,10.836399437156382,10.37845292251157,2024,13.674142909754055
Hvilling,fish,113.70417921821618,Summer,749.8211666693865,45.5174079991092,9.373994886338602,9.334490294858483,2020,13.941687284894558
Sandart,fish,113.69308764568001,Winter,652.1555097527196,52.00261749738829,9.061994662802928,7.94356424212554,2021,6.5633247392915735
Canadisk_hummer,fish,58.90220276976184,Summer,223.8688653002532,35.36838637914601,12.57369647587403,10.728652488341734,2023,12.031744997927577
Pighvar,fish,52.33712910269046,Winter,308.0634549896448,35.885733928839976,11.66070859320338,9.325072066797226,2021,11.363074153652553
Knurhane,fish,102.73316053534077,Spring,406.2772133456482,51.53900734255747,9.22809999814663,6.354288196963135,2021,12.979288885714679
Signalkrebs,fish,81.13837710518024,Spring,503.91365753162506,21.302583003045797,13.246336938979422,5.921559672018468,2022,12.035937041389007
Lange,shellfish,108.61146920790985,Winter,577.6488530703684,36.11479224816991,9.612897654610649,9.635963088907722,2020,13.246618516118717
Levende_norsk_kongekrabbe,shellfish,46.71905024517557,Autumn,391.13842802698014,41.90423889925058,7.44501347699682,8.792733912934702,2023,10.067250903463673
Hornfisk,shellfish,106.07858362879054,Summer,528.0150146715617,44.49218721285034,7.723087903289965,8.339495535941323,2022,11.769601019910247
Nordsøreje,fish,70.41494505339313,Autumn,386.6925601470016,34.901933068091175,7.063777491070702,6.307004394262186,2021,5.851988596137836
Hornfisk,fish,65.952206428216,Spring,408.27232955120775,40.344410117058416,9.182769950188938,9.215895134011507,2022,10.028426521186597
Rødtunge,fish,57.95103757280536,Winter,289.00083547276665,15.116726465870103,13.70117283500858,6.489002233732101,2021,17.89783432161256
Rødtunge,fish,67.69002658068042,Winter,361.5150130833644,33.41751587666152,7.584714456908474,7.796026690812644,2023,12.966518362289978
Line_blåmusling,shellfish,84.01151343181871,Winter,297.2473091575499,44.53508712554468,10.565427283054309,10.89388829277396,2022,11.403763228037848
